ID,time,rater,rating,desc::rater,dim::image,med::audio,med::video,med::image,desc::text,syllables,disfluencies,duration,rate,mean,sd,excursion,min,max,res::hide_ipu_code,res::temp_audio_code,res::recording,res::snippet,res::offset,res::experimentalsequence
LS39,39,1.2,w,LS,no,https://www.francescocangemi.com/isaphen/KYZ.wav,https://youtu.be/xwqhSLq1oyg&t=0924,,close quarter movement and stuff,7,0,1584,4.42,96,11,26,77,134,02_0846_68.wav,KYZ,02,0846,78,34
LS40,40,1.2,w,LS,no,https://www.francescocangemi.com/isaphen/PNW.wav,https://youtu.be/xwqhSLq1oyg&t=0928,,so yeah i guess i'm thinking of it in terms of giving people another,19,3,3474,5.47,87,4,10,83,100,02_0846_72.wav,PNW,02,0846,82,47
LS41,41,1.2,x,LS,no,https://www.francescocangemi.com/isaphen/NAI.wav,https://youtu.be/xwqhSLq1oyg&t=0931,,context,2,2,1071,1.87,98,17,28,81,166,02_0846_74.wav,NAI,02,0846,85,39
LS42,42,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/ZVW.wav,https://youtu.be/xwqhSLq1oyg&t=0935,,about which they can talk about,8,2,2170,3.69,85,5,15,74,100,02_0846_78.wav,ZVW,02,0846,89,88
LS43,43,1.2,z,LS,no,https://www.francescocangemi.com/isaphen/USN.wav,https://youtu.be/xwqhSLq1oyg&t=0937,,and then also just in kind of,8,4,2150,3.72,96,16,46,73,140,02_0846_80.wav,USN,02,0846,91,64
LS44,44,1.2,z,LS,no,https://www.francescocangemi.com/isaphen/WYC.wav,https://youtu.be/xwqhSLq1oyg&t=0940,https://www.francescocangemi.com/isaphen/WYC.png,academic interest in,7,3,1682,4.16,97,9,21,76,129,02_0846_82.wav,WYC,02,0846,94,74
LS45,45,1.2,x,LS,no,https://www.francescocangemi.com/isaphen/YFS.wav,https://youtu.be/xwqhSLq1oyg&t=0943,,how they cognitively and linguistically negotiate,16,1,2819,5.68,94,10,25,75,121,02_0846_84.wav,YFS,02,0846,97,80
LS46,46,1.2,z,LS,no,https://www.francescocangemi.com/isaphen/IXU.wav,https://youtu.be/xwqhSLq1oyg&t=0948,https://www.francescocangemi.com/isaphen/IXU.png,movement between,4,3,1549,2.58,86,5,11,80,101,02_0846_90.wav,IXU,02,0846,102,30
LS47,47,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/GDX.wav,https://youtu.be/xwqhSLq1oyg&t=0951,,the narrative structure,6,1,1490,4.03,97,9,24,78,113,02_0846_92.wav,GDX,02,0846,105,18
LS48,48,1.2,z,LS,no,https://www.francescocangemi.com/isaphen/KPN.wav,https://youtu.be/xwqhSLq1oyg&t=0953,,and the physical structure of the game,10,4,2321,4.31,90,5,11,80,112,02_0846_94.wav,KPN,02,0846,107,32
LS49,49,1.2,w,LS,no,https://www.francescocangemi.com/isaphen/KXL.wav,https://youtu.be/xwqhSLq1oyg&t=0955,,and how those get mapped on to each other,10,1,1766,5.66,86,5,12,75,103,02_0846_96.wav,KXL,02,0846,109,33
LS50,50,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/FHC.wav,https://youtu.be/xwqhSLq1oyg&t=1164,https://www.francescocangemi.com/isaphen/FHC.png,um so i've,3,4,1278,2.35,117,11,26,92,152,02_1164_02.wav,FHC,02,1164,0,15
LS51,51,1.2,w,LS,no,https://www.francescocangemi.com/isaphen/VSP.wav,https://youtu.be/xwqhSLq1oyg&t=1166,,played a fair amount of wargames but,9,0,1594,5.65,118,27,70,88,182,02_1164_06.wav,VSP,02,1164,2,69
LS52,52,1.2,z,LS,no,https://www.francescocangemi.com/isaphen/BJZ.wav,https://youtu.be/xwqhSLq1oyg&t=1168,,uh with,2,3,1274,1.57,101,11,27,72,126,02_1164_10.wav,BJZ,02,1164,4,5
LS53,53,1.2,x,LS,no,https://www.francescocangemi.com/isaphen/GFY.wav,https://youtu.be/xwqhSLq1oyg&t=1173,,sample size is limited,7,1,1112,6.29,99,11,25,85,143,02_1164_18.wav,GFY,02,1164,9,19
LS54,54,1.2,x,LS,no,https://www.francescocangemi.com/isaphen/LHA.wav,https://youtu.be/xwqhSLq1oyg&t=1724,,oh sorry um i didn't mean to cut you short,11,1,1968,5.59,109,10,24,86,133,02_1724_02.wav,LHA,02,1724,0,36
LS55,55,1.2,w,LS,no,https://www.francescocangemi.com/isaphen/XCK.wav,https://youtu.be/xwqhSLq1oyg&t=1728,,no i was gonna say i think it,9,2,1266,7.11,160,27,73,107,236,02_1724_06.wav,XCK,02,1724,4,75
LS56,56,1.2,z,LS,no,https://www.francescocangemi.com/isaphen/FXW.wav,https://youtu.be/xwqhSLq1oyg&t=1730,https://www.francescocangemi.com/isaphen/FXW.png,depends on what you want to,7,5,2136,3.28,101,9,23,77,131,02_1724_10.wav,FXW,02,1724,6,16
LS57,57,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/ABW.wav,https://youtu.be/xwqhSLq1oyg&t=1733,https://www.francescocangemi.com/isaphen/ABW.png,get out of it in terms of,7,3,1869,3.75,99,7,17,82,120,02_1724_12.wav,ABW,02,1724,9,1
LS58,58,1.2,w,LS,no,https://www.francescocangemi.com/isaphen/ZQL.wav,https://youtu.be/xwqhSLq1oyg&t=1736,https://www.francescocangemi.com/isaphen/ZQL.png,i mean i would call it intersubjectivity i'm sure there are lots of other words,22,1,3216,6.84,93,10,24,77,128,02_1724_14.wav,ZQL,02,1724,12,85
LS59,59,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/XOV.wav,https://youtu.be/xwqhSLq1oyg&t=1739,,because if we continued,7,3,1576,4.44,107,9,23,90,129,02_1724_16.wav,XOV,02,1724,15,76
LS60,60,1.2,z,LS,no,https://www.francescocangemi.com/isaphen/PDD.wav,https://youtu.be/xwqhSLq1oyg&t=1743,,as a group we'd build a lot of,8,2,1762,4.54,97,9,24,83,121,02_1724_20.wav,PDD,02,1724,19,46
LS61,61,1.2,x,LS,no,https://www.francescocangemi.com/isaphen/ZJO.wav,https://youtu.be/xwqhSLq1oyg&t=1746,,common knowledge together right and that's gonna change the linguistic practice,19,1,3845,4.94,93,11,24,77,133,02_1724_22.wav,ZJO,02,1724,22,83
LS62,62,1.2,x,LS,no,https://www.francescocangemi.com/isaphen/OGW.wav,https://youtu.be/xwqhSLq1oyg&t=1751,,in a in an interesting way um,9,3,1930,4.66,103,14,38,81,146,02_1724_24.wav,OGW,02,1724,27,42
LS63,63,1.2,z,LS,no,https://www.francescocangemi.com/isaphen/XWH.wav,https://youtu.be/xwqhSLq1oyg&t=1757,,that's gonna go in another direction,11,2,2311,4.76,96,8,18,83,125,02_1724_34.wav,XWH,02,1724,33,78
LS64,64,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/GGO.wav,https://youtu.be/xwqhSLq1oyg&t=1763,,the kind of,3,3,1038,2.89,94,8,18,83,114,02_1724_40.wav,GGO,02,1724,39,20
LS65,65,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/SIE.wav,https://youtu.be/xwqhSLq1oyg&t=1764,,nature of assumed knowledge and that kind of thing,12,1,2436,4.93,92,7,17,82,120,02_1724_42.wav,SIE,02,1724,40,60
LS66,66,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/WXF.wav,https://youtu.be/xwqhSLq1oyg&t=1767,,uh so i just thought i'd throw that out there i guess it it kind of depends on what,20,4,3283,6.09,96,11,27,78,138,02_1724_44.wav,WXF,02,1724,43,73
LS67,67,1.2,z,LS,no,https://www.francescocangemi.com/isaphen/UQG.wav,https://youtu.be/xwqhSLq1oyg&t=1773,,Francesco i suppose,6,3,1404,4.27,88,5,13,77,100,02_1724_50.wav,UQG,02,1724,49,63
LS68,68,1.2,z,LS,no,https://www.francescocangemi.com/isaphen/QJJ.wav,https://youtu.be/xwqhSLq1oyg&t=1775,,um in terms of the linguistic,8,4,2365,3.38,91,4,11,82,102,02_1724_52.wav,QJJ,02,1724,51,53
LS69,69,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/GPX.wav,https://youtu.be/xwqhSLq1oyg&t=1825,,i that's u um i i think both are,9,6,3548,2.54,139,32,87,76,214,02_1823_03.wav,GPX,02,1823,2,24
LS70,70,1.2,z,LS,no,https://www.francescocangemi.com/isaphen/GNE.wav,https://youtu.be/xwqhSLq1oyg&t=1829,,quite interesting i don't want to um,9,4,2141,4.2,102,9,24,88,132,02_1823_05.wav,GNE,02,1823,6,22
LS71,71,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/YDD.wav,https://youtu.be/xwqhSLq1oyg&t=1835,,project anything,5,1,1039,4.81,98,9,24,83,128,02_1823_11.wav,YDD,02,1823,12,79
LS72,72,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/ZRA.wav,https://youtu.be/xwqhSLq1oyg&t=1838,,the goals of the research,6,1,1309,4.58,98,7,16,86,111,02_1823_17.wav,ZRA,02,1823,15,87
LS73,73,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/BGR.wav,https://youtu.be/xwqhSLq1oyg&t=1840,,but uh what was i gonna say,8,2,1287,6.22,101,6,13,82,123,02_1823_19.wav,BGR,02,1823,17,4
LS74,74,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/OMU.wav,https://youtu.be/xwqhSLq1oyg&t=1846,,the reality is is if we plan to meet as four,14,4,3530,3.97,110,18,45,84,160,02_1823_27.wav,OMU,02,1823,23,43
LS75,75,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/TOU.wav,https://youtu.be/xwqhSLq1oyg&t=1858,,i would say that might,5,3,1147,4.36,105,9,23,90,133,02_1823_31.wav,TOU,02,1823,35,62
LS76,76,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/EPR.wav,https://youtu.be/xwqhSLq1oyg&t=1861,,it might be a happy medium,9,0,1475,6.1,99,9,23,83,124,02_1823_35.wav,EPR,02,1823,38,10
LS77,77,1.2,z,LS,no,https://www.francescocangemi.com/isaphen/SEJ.wav,https://youtu.be/xwqhSLq1oyg&t=1864,https://www.francescocangemi.com/isaphen/SEJ.png,cause it won't always be,6,3,1443,4.16,101,16,42,76,144,02_1823_41.wav,SEJ,02,1823,41,58
LS78,78,1.2,w,LS,no,https://www.francescocangemi.com/isaphen/YWE.wav,https://youtu.be/xwqhSLq1oyg&t=1906,,put that way i really like that,8,1,1310,6.11,107,14,37,87,148,02_1902_06.wav,YWE,02,1902,4,81
LS79,79,1.2,z,LS,no,https://www.francescocangemi.com/isaphen/WIR.wav,https://youtu.be/xwqhSLq1oyg&t=1911,,because you're just you're you're taking out one element,13,1,2292,5.67,103,8,16,86,141,02_1902_12.wav,WIR,02,1902,9,72
LS80,80,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/EYW.wav,https://youtu.be/xwqhSLq1oyg&t=1914,,person i should call them people they're people,11,3,1785,6.16,96,17,39,79,156,02_1902_17.wav,EYW,02,1902,12,11
LS81,81,1.2,z,LS,no,https://www.francescocangemi.com/isaphen/ZQO.wav,https://youtu.be/xwqhSLq1oyg&t=1920,https://www.francescocangemi.com/isaphen/ZQO.png,the test subjects,4,3,1445,2.77,106,22,54,80,160,02_1902_23.wav,ZQO,02,1902,18,86
LS82,82,1.2,z,LS,no,https://www.francescocangemi.com/isaphen/FGY.wav,https://youtu.be/xwqhSLq1oyg&t=1925,https://www.francescocangemi.com/isaphen/FGY.png,materials,4,2,1331,3.01,105,15,34,88,142,02_1902_31.wav,FGY,02,1902,23,14
LS83,83,1.2,x,LS,no,https://www.francescocangemi.com/isaphen/GPQ.wav,https://youtu.be/xwqhSLq1oyg&t=1933,,we got a goal orientation of,10,1,1725,5.8,110,14,38,86,141,02_1902_36.wav,GPQ,02,1902,31,23
LS84,84,1.2,x,LS,no,https://www.francescocangemi.com/isaphen/GYL.wav,https://youtu.be/xwqhSLq1oyg&t=1937,,and building common knowledge and but also building knowledge with the,17,3,3851,4.41,107,14,34,84,156,02_1902_40.wav,GYL,02,1902,35,26
LS85,85,1.2,w,LS,no,https://www.francescocangemi.com/isaphen/IPF.wav,https://youtu.be/xwqhSLq1oyg&t=1942,,objects right because there's kind of a,9,1,1845,4.88,100,16,42,80,158,02_1902_42.wav,IPF,02,1902,40,29
LS86,86,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/XVC.wav,https://youtu.be/xwqhSLq1oyg&t=1945,,you know situated cognition or distributed cognition or whatever,21,3,3052,6.88,94,9,16,77,144,02_1902_46.wav,XVC,02,1902,43,77
LS87,87,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/AYW.wav,https://youtu.be/xwqhSLq1oyg&t=1950,https://www.francescocangemi.com/isaphen/AYW.png,and then you introduce someone who's new,10,1,2326,4.3,99,10,21,87,134,02_1902_50.wav,AYW,02,1902,48,3
LS88,88,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/FAI.wav,https://youtu.be/xwqhSLq1oyg&t=1953,,then you've got a cool kind of,7,3,1543,4.54,97,9,24,81,116,02_1902_52.wav,FAI,02,1902,51,12
LS89,89,1.2,y,LS,no,https://www.francescocangemi.com/isaphen/VHR.wav,https://youtu.be/xwqhSLq1oyg&t=1957,,zone of proximal development thing kind of going on,15,0,2494,6.01,95,6,13,81,126,02_1902_56.wav,VHR,02,1902,55,67
HM1,1,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/PSB.wav,https://youtu.be/xwqhSLq1oyg&t=0600,,aw man I forgot what I was gonna say,11,0,1893,5.81,94,6,16,79,111,02_0594_07.wav,PSB,02,0594,6,48
HM2,2,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/CQU.wav,https://youtu.be/xwqhSLq1oyg&t=0604,,yea no based on um,5,0,1351,3.7,116,13,31,98,139,02_0594_11.wav,CQU,02,0594,10,8
HM3,3,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/AFN.wav,https://youtu.be/xwqhSLq1oyg&t=0605,,you know I I I love gaming and I went into that,14,0,2710,5.17,106,9,19,92,150,02_0594_13.wav,AFN,02,0594,11,2
HM4,4,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/QPD.wav,https://youtu.be/xwqhSLq1oyg&t=0609,,you know hoping to get,6,0,1042,5.76,103,11,29,81,129,02_0594_17.wav,QPD,02,0594,15,54
HM5,5,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/ZNZ.wav,https://youtu.be/xwqhSLq1oyg&t=0611,,to the imaginary,7,0,1060,6.6,95,6,10,85,123,02_0594_19.wav,ZNZ,02,0594,17,84
HM6,6,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/FBQ.wav,https://youtu.be/xwqhSLq1oyg&t=0615,,but never really got there,7,0,1058,6.62,98,9,24,82,118,02_0594_25.wav,FBQ,02,0594,21,13
HM7,7,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/QCL.wav,https://youtu.be/xwqhSLq1oyg&t=0618,,so I think um,4,0,1298,3.08,105,12,29,88,145,02_0594_29.wav,QCL,02,0594,24,51
HM8,8,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/RNG.wav,https://youtu.be/xwqhSLq1oyg&t=0622,,um frustration is the wrong word,8,0,1556,5.14,103,11,28,87,131,02_0594_33.wav,RNG,02,0594,28,56
HM9,9,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/WGE.wav,https://youtu.be/xwqhSLq1oyg&t=0624,https://www.francescocangemi.com/isaphen/WGE.png,i think out of habit i wanted to go to that imaginary place and that kept messing up,25,1,3872,6.46,100,11,21,83,153,02_0594_35.wav,WGE,02,0594,30,71
HM10,10,1.3,y,HM,no,https://www.francescocangemi.com/isaphen/GKR.wav,https://youtu.be/xwqhSLq1oyg&t=0630,https://www.francescocangemi.com/isaphen/GKR.png,having to um,4,3,1513,2.64,93,5,13,85,115,02_0594_39.wav,GKR,02,0594,36,21
HM11,11,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/WAS.wav,https://youtu.be/xwqhSLq1oyg&t=0633,,direct physical space without the,9,1,1810,4.97,98,10,26,79,123,02_0594_43.wav,WAS,02,0594,39,70
HM12,12,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/ZVZ.wav,https://youtu.be/xwqhSLq1oyg&t=0636,,how to put it like meaning layer,9,1,1705,5.28,97,6,14,85,112,02_0594_45.wav,ZVZ,02,0594,42,89
HM13,13,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/GUL.wav,https://youtu.be/xwqhSLq1oyg&t=0639,,dont know if that makes sense,6,0,1044,5.75,104,23,60,61,149,02_0594_49.wav,GUL,02,0594,45,25
HM14,14,1.3,y,HM,no,https://www.francescocangemi.com/isaphen/GYW.wav,https://youtu.be/xwqhSLq1oyg&t=0656,,oh i i think,4,3,1385,2.89,120,10,25,96,140,02_0656_02.wav,GYW,02,0656,0,27
HM15,15,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/RVU.wav,https://youtu.be/xwqhSLq1oyg&t=0659,,both but i i wouldn't have been able to even approach the,16,4,3250,4.92,101,7,20,86,119,02_0656_06.wav,RVU,02,0656,3,57
HM16,16,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/LKH.wav,https://youtu.be/xwqhSLq1oyg&t=0662,,imaginary with japanese,9,2,1737,5.18,94,5,10,79,106,02_0656_08.wav,LKH,02,0656,6,37
HM17,17,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/PSF.wav,https://youtu.be/xwqhSLq1oyg&t=0669,https://www.francescocangemi.com/isaphen/PSF.png,i mean y you know what would be interesting is if,12,4,2531,4.74,133,32,88,85,203,02_0656_16.wav,PSF,02,0656,13,49
HM18,18,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/VQW.wav,https://youtu.be/xwqhSLq1oyg&t=0683,,but it would be interesting if there was a more robust narrative something that we could,23,1,3535,6.51,105,12,30,86,145,02_0656_26.wav,VQW,02,0656,27,68
HM19,19,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/VHB.wav,https://youtu.be/xwqhSLq1oyg&t=0691,,in the imaginary,7,2,1380,5.07,96,8,18,85,130,02_0656_34.wav,VHB,02,0656,35,66
HM20,20,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/NCB.wav,https://youtu.be/xwqhSLq1oyg&t=0695,https://www.francescocangemi.com/isaphen/NCB.png,i think it would still be beyond me,9,1,1282,7.02,90,9,24,75,118,02_0656_40.wav,NCB,02,0656,39,40
HM21,21,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/MBT.wav,https://youtu.be/xwqhSLq1oyg&t=0697,,yeah interesting thought anyway,8,1,1218,6.57,98,18,38,80,151,02_0656_44.wav,MBT,02,0656,41,38
HM22,22,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/QGM.wav,https://youtu.be/xwqhSLq1oyg&t=0699,,or maybe not interesting,7,1,1096,6.39,90,6,16,80,105,02_0656_46.wav,QGM,02,0656,43,52
HM23,23,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/SFI.wav,https://youtu.be/xwqhSLq1oyg&t=0847,,yeah sorry if i'm hard to hear,8,1,1326,6.03,103,11,25,79,137,02_0846_04.wav,SFI,02,0846,1,59
HM24,24,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/LFO.wav,https://youtu.be/xwqhSLq1oyg&t=0852,,i i would definitely agree that's,10,2,1370,7.3,116,19,51,87,153,02_0846_08.wav,LFO,02,0846,6,35
HM25,25,1.3,y,HM,no,https://www.francescocangemi.com/isaphen/TOL.wav,https://youtu.be/xwqhSLq1oyg&t=0857,https://www.francescocangemi.com/isaphen/TOL.png,particularly,5,2,1101,4.54,118,16,43,93,152,02_0846_14.wav,TOL,02,0846,11,61
HM26,26,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/VAU.wav,https://youtu.be/xwqhSLq1oyg&t=0859,,i suppose interested in watching how people,12,2,2599,4.62,100,14,34,86,146,02_0846_16.wav,VAU,02,0846,13,65
HM27,27,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/QAH.wav,https://youtu.be/xwqhSLq1oyg&t=0863,,negotiate the transposition,9,1,1667,5.4,95,4,8,89,105,02_0846_20.wav,QAH,02,0846,17,50
HM28,28,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/COH.wav,https://youtu.be/xwqhSLq1oyg&t=0865,,between the imaginary,8,1,1368,5.85,105,16,45,88,151,02_0846_22.wav,COH,02,0846,19,7
HM29,29,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/GCH.wav,https://youtu.be/xwqhSLq1oyg&t=0870,,i mean again nn if for me in my japanese it's,14,4,2441,5.74,98,9,25,86,116,02_0846_28.wav,GCH,02,0846,24,17
HM30,30,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/KBJ.wav,https://youtu.be/xwqhSLq1oyg&t=0873,https://www.francescocangemi.com/isaphen/KBJ.png,you know i say it's impossible but like len said if there's a or,17,4,3414,4.98,98,11,29,79,129,02_0846_30.wav,KBJ,02,0846,27,31
HM31,31,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/QPE.wav,https://youtu.be/xwqhSLq1oyg&t=0879,,if there's a uh,4,3,1134,3.53,99,19,48,78,147,02_0846_34.wav,QPE,02,0846,33,55
HM32,32,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/HIT.wav,https://youtu.be/xwqhSLq1oyg&t=0880,,you know a narrative there that can be pointed to,13,0,2091,6.22,94,8,21,82,118,02_0846_36.wav,HIT,02,0846,34,28
HM33,33,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/CWP.wav,https://youtu.be/xwqhSLq1oyg&t=0886,,i think uh,3,2,1166,2.57,96,7,18,83,109,02_0846_40.wav,CWP,02,0846,40,9
HM34,34,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/OTB.wav,https://youtu.be/xwqhSLq1oyg&t=0889,,yeah i think it would've given,8,3,1775,4.51,98,7,16,86,122,02_0846_42.wav,OTB,02,0846,43,45
HM35,35,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/OSE.wav,https://youtu.be/xwqhSLq1oyg&t=0893,,it possibly would've given me another,12,2,2230,5.38,102,14,35,80,124,02_0846_46.wav,OSE,02,0846,47,44
HM36,36,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/ZBF.wav,https://youtu.be/xwqhSLq1oyg&t=0896,,to try to think about,6,2,1232,4.87,117,24,59,95,158,02_0846_50.wav,ZBF,02,0846,50,82
HM37,37,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/OFP.wav,https://youtu.be/xwqhSLq1oyg&t=0906,,the most contact i have with japanese is like,12,2,3034,3.96,110,9,26,92,125,02_0846_58.wav,OFP,02,0846,60,41
HM38,38,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/BLZ.wav,https://youtu.be/xwqhSLq1oyg&t=0911,,i'd say reading my daughter's bedtime stories but mostly they're reading them to me,20,0,3619,5.53,91,13,35,77,125,02_0846_62.wav,BLZ,02,0846,65,6
HM39,39,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/KYZ.wav,https://youtu.be/xwqhSLq1oyg&t=0924,,close quarter movement and stuff,7,0,1584,4.42,96,11,26,77,134,02_0846_68.wav,KYZ,02,0846,78,34
HM40,40,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/PNW.wav,https://youtu.be/xwqhSLq1oyg&t=0928,,so yeah i guess i'm thinking of it in terms of giving people another,19,3,3474,5.47,87,4,10,83,100,02_0846_72.wav,PNW,02,0846,82,47
HM41,41,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/NAI.wav,https://youtu.be/xwqhSLq1oyg&t=0931,,context,2,2,1071,1.87,98,17,28,81,166,02_0846_74.wav,NAI,02,0846,85,39
HM42,42,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/ZVW.wav,https://youtu.be/xwqhSLq1oyg&t=0935,,about which they can talk about,8,2,2170,3.69,85,5,15,74,100,02_0846_78.wav,ZVW,02,0846,89,88
HM43,43,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/USN.wav,https://youtu.be/xwqhSLq1oyg&t=0937,,and then also just in kind of,8,4,2150,3.72,96,16,46,73,140,02_0846_80.wav,USN,02,0846,91,64
HM44,44,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/WYC.wav,https://youtu.be/xwqhSLq1oyg&t=0940,https://www.francescocangemi.com/isaphen/WYC.png,academic interest in,7,3,1682,4.16,97,9,21,76,129,02_0846_82.wav,WYC,02,0846,94,74
HM45,45,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/YFS.wav,https://youtu.be/xwqhSLq1oyg&t=0943,,how they cognitively and linguistically negotiate,16,1,2819,5.68,94,10,25,75,121,02_0846_84.wav,YFS,02,0846,97,80
HM46,46,1.3,y,HM,no,https://www.francescocangemi.com/isaphen/IXU.wav,https://youtu.be/xwqhSLq1oyg&t=0948,https://www.francescocangemi.com/isaphen/IXU.png,movement between,4,3,1549,2.58,86,5,11,80,101,02_0846_90.wav,IXU,02,0846,102,30
HM47,47,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/GDX.wav,https://youtu.be/xwqhSLq1oyg&t=0951,,the narrative structure,6,1,1490,4.03,97,9,24,78,113,02_0846_92.wav,GDX,02,0846,105,18
HM48,48,1.3,y,HM,no,https://www.francescocangemi.com/isaphen/KPN.wav,https://youtu.be/xwqhSLq1oyg&t=0953,,and the physical structure of the game,10,4,2321,4.31,90,5,11,80,112,02_0846_94.wav,KPN,02,0846,107,32
HM49,49,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/KXL.wav,https://youtu.be/xwqhSLq1oyg&t=0955,,and how those get mapped on to each other,10,1,1766,5.66,86,5,12,75,103,02_0846_96.wav,KXL,02,0846,109,33
HM50,50,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/FHC.wav,https://youtu.be/xwqhSLq1oyg&t=1164,https://www.francescocangemi.com/isaphen/FHC.png,um so i've,3,4,1278,2.35,117,11,26,92,152,02_1164_02.wav,FHC,02,1164,0,15
HM51,51,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/VSP.wav,https://youtu.be/xwqhSLq1oyg&t=1166,,played a fair amount of wargames but,9,0,1594,5.65,118,27,70,88,182,02_1164_06.wav,VSP,02,1164,2,69
HM52,52,1.3,x,HM,no,https://www.francescocangemi.com/isaphen/BJZ.wav,https://youtu.be/xwqhSLq1oyg&t=1168,,uh with,2,3,1274,1.57,101,11,27,72,126,02_1164_10.wav,BJZ,02,1164,4,5
HM53,53,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/GFY.wav,https://youtu.be/xwqhSLq1oyg&t=1173,,sample size is limited,7,1,1112,6.29,99,11,25,85,143,02_1164_18.wav,GFY,02,1164,9,19
HM54,54,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/LHA.wav,https://youtu.be/xwqhSLq1oyg&t=1724,,oh sorry um i didn't mean to cut you short,11,1,1968,5.59,109,10,24,86,133,02_1724_02.wav,LHA,02,1724,0,36
HM55,55,1.3,w,HM,no,https://www.francescocangemi.com/isaphen/XCK.wav,https://youtu.be/xwqhSLq1oyg&t=1728,,no i was gonna say i think it,9,2,1266,7.11,160,27,73,107,236,02_1724_06.wav,XCK,02,1724,4,75
HM56,56,1.3,y,HM,no,https://www.francescocangemi.com/isaphen/FXW.wav,https://youtu.be/xwqhSLq1oyg&t=1730,https://www.francescocangemi.com/isaphen/FXW.png,depends on what you want to,7,5,2136,3.28,101,9,23,77,131,02_1724_10.wav,FXW,02,1724,6,16
HM57,57,1.3,y,HM,no,https://www.francescocangemi.com/isaphen/ABW.wav,https://youtu.be/xwqhSLq1oyg&t=1733,https://www.francescocangemi.com/isaphen/ABW.png,get out of it in terms of,7,3,1869,3.75,99,7,17,82,120,02_1724_12.wav,ABW,02,1724,9,1
